Project ID,Well ID,Company ID,Project End Date,Licence(s),Released?,Release Date,Release Round,Summary Tags,File Count,Project Size,Last Update,Data Reporting Group,CHECKED,Project Type,Survey / Well ID,NSTA Area,DUPL,ABY,RBY,UBY
SH__1985well0006, 48/19a- 4,SH__,23/01/1985,P8,TRUE,18/02/1991,36,CORE_CCA CORE_SCAL CSHOT_FILE DRILL_DEV DRILL_EOWR GEOL_MUD DWL_OTHER DWL_PROD DWL_TEST DWL_WIRE GEOL_DIP GPHYS_VSP JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG TEST_FLUID TEST_GEN WDD_FILE WELL_SUMMARY,143,2161983022,26/11/2022,SHELL PLC,TRUE,well,48/19a- 4,SNS,,,,
SH__1985well0005, 48/19a- 6,SH__,01/10/1985,P8,TRUE,16/03/1992,40,COMPL_PROG CORE_CCA CORE_GEN CORE_SCAL DRILL_DEV DRILL_GEN DRILL_EOWR DWL_WIRE GEOL_DIP GEOL_GEN GPHYS_GEN JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG TEST_FLUID TEST_GEN WDD_FILE WELL_SUMMARY,92,1536300938,26/11/2022,SHELL PLC,TRUE,well,48/19a- 6,SNS,,,,
II__2012well0002, 48/19a-C1,II__,17/06/2012,P8,TRUE,18/07/2016,139,COMPL_DAILY DRILL_CEMENT DRILL_DEV DRILL_FLUID DRILL_GEN DRILL_EOWR DRILL_HSE GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD DWL_PROD DWL_TEST DWL_WIRE ENG_COMPS GEOL_DIP GEOL_GEN GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG PRE_GPROG PRE_PROP PRE_SITE TEST_FILE TEST_FLUID TEST_PLT WDD_FILE WELL_SCHEM,224,8086472135,02/07/2022,INEOS INDUSTRIES,TRUE,well,48/19a-C1,SNS,,,,
II__2012well0001, 48/19a-C2,II__,20/11/2012,P8,TRUE,23/01/2017,141,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD ENG_COMPS GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG TEST_FILE TEST_FLUID WDD_FILE,97,440524734,26/11/2022,INEOS INDUSTRIES,TRUE,well,48/19a-C2,SNS,,,,
II__2013well0002, 48/19a-C3,II__,31/10/2013,P8,TRUE,23/01/2017,141,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD ENG_COMPS GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_SUM PRE_DPROG PRE_GPROG TEST_FILE TEST_FLUID WDD_FILE,84,710695344,26/11/2022,INEOS INDUSTRIES,TRUE,well,48/19a-C3,SNS,,,,
II__2013well0001, 48/19a-C4,II__,27/11/2013,P8,TRUE,18/04/2017,142,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD DWL_OTHER DWL_TEST GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_TEST PRE_DPROG PRE_GPROG TEST_FLUID TEST_PLT WDD_FILE,127,935876777,26/11/2022,INEOS INDUSTRIES,TRUE,well,48/19a-C4,SNS,,,,
SH__1989well0013, 48/19a-W1,SH__,28/08/1989,P8,TRUE,23/10/1995,53,DRILL_DEV DRILL_GEN DWL_WIRE GEOL_GEOW LOG_CASE LOG_COMP LOG_MUD LOG_WIRE PRE_DPROG TEST_DST TEST_GEN TEST_PLT WDD_FILE,39,129748959,26/11/2022,SHELL PLC,TRUE,well,48/19a-W1,SNS,,,,
SH__1994well0023, 48/19a-W10,SH__,21/07/1994,P8,TRUE,20/06/1996,57,DRILL_CEMENT DRILL_DEV DRILL_GEN GEOL_MUD DWL_TEST DWL_WIRE GEOL_GEN GEOL_GEOW GEOL_MUD LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG PRE_PROP TEST_GEN WDD_FILE WELL_ENG,26,475386385,26/11/2022,SHELL PLC,TRUE,well,48/19a-W10,SNS,,,,
SH__1990well0009, 48/19a-W11,SH__,28/11/1990,P8,TRUE,12/08/1996,58,DRILL_EOWR GEOL_MUD DWL_WIRE LOG_CASE LOG_COMP LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_GEN WDD_FILE,48,2030830392,26/11/2022,SHELL PLC,TRUE,well,48/19a-W11,SNS,,,,
SH__2003well0013, 48/19a-W11Y,SH__,06/03/2003,P8,TRUE,16/07/2007,103,COMPL_DAILY COMPL_PROG DRILL_GEN DRILL_EOWR DUPL DWL_MWD JWL_AUDIT JWL_FILE LOG_COMP LOG_MUD LOG_MWD PRE_DPROG,17,35722025,26/07/2022,SHELL PLC,TRUE,well,48/19a-W11Y,SNS,SH__2003well0012,,,
SH__2003well0012, 48/19a-W11Z,SH__,08/02/2003,P8,TRUE,16/07/2007,103,DRILL_GEN DUPL DWL_MWD JWL_AUDIT JWL_FILE LOG_COMP LOG_MUD LOG_MWD,10,172201655,26/11/2022,SHELL PLC,TRUE,well,48/19a-W11Z,SNS,SH__2003well0013,,,
SH__1991well0014, 48/19a-W12,SH__,07/05/1991,P8,TRUE,14/10/1996,59,DRILL_GEN DWL_WIRE GEOL_GEOW LOG_COMP LOG_DIP LOG_MUD LOG_TEST LOG_WIRE TEST_DST TEST_GEN WDD_FILE,19,33767128,26/11/2022,SHELL PLC,TRUE,well,48/19a-W12,SNS,,,,
SH__1991well0013, 48/19a-W13,SH__,19/01/1991,P8,TRUE,14/10/1996,59,COMPL_DAILY COMPL_PROG CORE_CCA CORE_GEN CORE_SCAL DRILL_DEV DRILL_GEN DRILL_EOWR DWL_WIRE GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_PPHYS LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST TEST_GEN WDD_FILE,56,948496535,26/07/2022,SHELL PLC,TRUE,well,48/19a-W13,SNS,,,,
SH__1991well0012, 48/19a-W14,SH__,23/04/1991,P8,TRUE,13/12/1996,60,COMPL_DAILY COMPL_PROG DRILL_EOWR GEOL_MUD DWL_MWD DWL_PROD DWL_TEST DWL_WIRE GEOL_GEN GEOL_GEOW LOG_COMP LOG_MUD LOG_MWD LOG_TEST LOG_WIRE TEST_DST TEST_GEN WDD_FILE,37,296873043,26/07/2022,SHELL PLC,TRUE,well,48/19a-W14,SNS,,,,
SH__1991well0011, 48/19a-W15,SH__,25/07/1991,P8,TRUE,03/03/1997,62,DRILL_GEN DRILL_MWD DWL_MWD DWL_WIRE GEOL_GEOW GEOL_PPHYS LOG_CASE LOG_COMP LOG_MUD LOG_MWD LOG_WIRE PRE_DPROG TEST_GEN WDD_FILE,32,639260383,26/11/2022,SHELL PLC,TRUE,well,48/19a-W15,SNS,,,,
SH__1991well0010, 48/19a-W16,SH__,27/11/1991,P8,TRUE,02/06/1997,63,COMPL_DAILY COMPL_PROG DRILL_GEN DWL_MWD DWL_WIRE LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_MWD LOG_TEST LOG_WIRE TEST_GEN WDD_FILE WELL_SUMMARY,27,185649486,26/07/2022,SHELL PLC,TRUE,well,48/19a-W16,SNS,,,,
SH__1991well0009, 48/19a-W17,SH__,03/11/1991,P8,TRUE,02/06/1997,63,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DWL_MWD DWL_WIRE GEOL_GEN GEOL_GEOW LOG_COMP LOG_DIP LOG_MUD LOG_MWD LOG_WIRE PRE_GEN TEST_DST TEST_GEN WDD_FILE,28,69279307,26/11/2022,SHELL PLC,TRUE,well,48/19a-W17,SNS,,,,
SH__1992well0019, 48/19a-W18,SH__,27/02/1992,P8,TRUE,04/09/1997,64,DWL_MWD GEOL_GEOW LOG_COMP LOG_MUD LOG_MWD TEST_DST TEST_GEN WDD_FILE,13,19822615,26/11/2022,SHELL PLC,TRUE,well,48/19a-W18,SNS,,,,
SH__1992well0018, 48/19a-W19,SH__,20/04/1992,P8,TRUE,06/11/1997,65,DRILL_GEN DRILL_EOWR DWL_MWD DWL_WIRE GEOL_GEOW LOG_COMP LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST WDD_FILE WELL_SUMMARY,23,308784897,26/11/2022,SHELL PLC,TRUE,well,48/19a-W19,SNS,,,,
SH__1989well0012, 48/19a-W2,SH__,26/08/1989,P8,TRUE,12/04/1996,56,COMPL_DAILY COMPL_PROG CORE_CCA CORE_GEN CORE_SCAL DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DUPL DWL_WIRE GEOL_GEOW LOG_CASE LOG_COMP LOG_MUD LOG_WIRE SCAL_FILE TEST_DST TEST_GEN WDD_FILE,41,209300150,26/07/2022,SHELL PLC,TRUE,well,48/19a-W2,SNS,SH__1988well0028,,,
SH__1993well0014, 48/19a-W20,SH__,18/12/1993,P8,TRUE,24/01/2000,72,DRILL_GEN DWL_MWD DWL_OTHER DWL_TEST DWL_WIRE GEOL_GEOW LOG_COMP LOG_MUD LOG_MWD LOG_TEST LOG_WIRE TEST_GEN WDD_FILE,24,825378402,26/11/2022,SHELL PLC,TRUE,well,48/19a-W20,SNS,,,,
SH__1994well0022, 48/19a-W21,SH__,22/04/1994,P8,TRUE,24/01/2000,72,COMPL_DAILY COMPL_PROG DRILL_GEN DRILL_EOWR DWL_MWD DWL_OTHER DWL_TEST DWL_WIRE LOG_COMP LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST WDD_FILE WELL_SUMMARY,41,1373254941,26/07/2022,SHELL PLC,TRUE,well,48/19a-W21,SNS,,,,
SH__1998well0021, 48/19a-W22,SH__,05/02/1998,P8,TRUE,20/10/2003,88,DRILL_GEN DRILL_EOWR DUPL LOG_COMP LOG_MUD LOG_WIRE WDD_FILE,11,102299949,26/11/2022,SHELL PLC,TRUE,well,48/19a-W22,SNS,SH__1998well0020,,,
SH__1998well0020, 48/19a-W22Z,SH__,10/05/1998,P8,TRUE,20/10/2003,88,DRILL_DEV DRILL_GEN DRILL_EOWR DUPL DWL_MWD DWL_TEST DWL_WIRE LOG_COMP LOG_DIP LOG_LITH LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG PRE_MOVE TEST_PLT WDD_FILE,36,878969006,26/11/2022,SHELL PLC,TRUE,well,48/19a-W22Z,SNS,SH__1998well0021,,,
SH__1999well0029, 48/19a-W23,SH__,19/07/1999,P8,TRUE,26/07/2004,91,GEOL_MUD DRILL_MWD DWL_MWD LOG_COMP LOG_MUD LOG_MWD LOG_WIRE WDD_FILE,15,241904945,26/11/2022,SHELL PLC,TRUE,well,48/19a-W23,SNS,,,,
SH__1999well0028, 48/19a-W23Y,SH__,01/11/1999,P8,TRUE,26/07/2004,91,COMPL_PROG DRILL_GEN DRILL_MWD DUPL DWL_MWD LOG_COMP LOG_MUD LOG_MWD WDD_FILE,9,16939038,26/07/2022,SHELL PLC,TRUE,well,48/19a-W23Y,SNS,SH__1999well0029,,,
SH__1999well0027, 48/19a-W23Z,SH__,01/08/1999,P8,TRUE,26/07/2004,91,DRILL_GEN DRILL_MWD DUPL LOG_COMP LOG_MUD WDD_FILE,5,16946214,26/11/2022,SHELL PLC,TRUE,well,48/19a-W23Z,SNS,SH__1999well0029;SH__1999well0028,,,
SH__1999well0026, 48/19a-W24,SH__,20/09/1999,P8,TRUE,26/07/2004,91,COMPL_DAILY DRILL_DAILY DRILL_DEV DRILL_GEN DUPL DWL_MWD LOG_COMP LOG_MUD LOG_MWD PRE_DPROG TEST_DST WDD_FILE,16,89055911,26/11/2022,SHELL PLC,TRUE,well,48/19a-W24,SNS,SH__2000well0011,,,
SH__2000well0011, 48/19a-W24X,SH__,19/01/2000,P8,TRUE,26/07/2004,91,DRILL_GEN DRILL_EOWR DUPL GEOL_GEN LOG_COMP LOG_MUD LOG_WIRE WDD_FILE WELL_SUMMARY,10,33668937,26/11/2022,SHELL PLC,TRUE,well,48/19a-W24X,SNS,SH__1999well0026;SH__1994well0022,,,
SH__1999well0025, 48/19a-W24Y,SH__,19/10/1999,P8,TRUE,26/07/2004,91,DRILL_GEN DUPL DWL_MWD LOG_COMP LOG_MUD LOG_MWD WDD_FILE,7,74432784,26/11/2022,SHELL PLC,TRUE,well,48/19a-W24Y,SNS,SH__1999well0026;SH__2000well0011,,,
SH__1999well0024, 48/19a-W24Z,SH__,14/10/1999,P8,TRUE,26/07/2004,91,DRILL_GEN DUPL DWL_MWD LOG_COMP LOG_MUD LOG_MWD LOG_TEST WDD_FILE,8,60990227,26/11/2022,SHELL PLC,TRUE,well,48/19a-W24Z,SNS,SH__1999well0026;SH__2000well0011,,,
SH__1989well0011, 48/19a-W3,SH__,27/08/1989,P8,TRUE,12/04/1996,56,DRILL_EOWR DUPL DWL_WIRE GEOL_GEOW LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST TEST_GEN WDD_FILE,39,179975402,26/11/2022,SHELL PLC,TRUE,well,48/19a-W3,SNS,SH__1989well0012,,,
SH__1989well0010, 48/19a-W4,SH__,25/08/1989,P8,TRUE,16/02/1996,55,COMPL_PROG DRILL_GEN DRILL_EOWR DWL_WIRE GPHYS_SONIC LOG_CASE LOG_COMP LOG_MUD LOG_WIRE PRE_DPROG TEST_DST TEST_GEN WDD_FILE WELL_SUMMARY,58,357920059,26/07/2022,SHELL PLC,TRUE,well,48/19a-W4,SNS,,,,
SH__1989well0009, 48/19a-W5,SH__,14/06/1989,P8,TRUE,16/02/1996,55,DRILL_GEN DRILL_EOWR GEOL_MUD DWL_TEST DWL_WIRE LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST TEST_GEN WDD_FILE,26,237304792,26/11/2022,SHELL PLC,TRUE,well,48/19a-W5,SNS,,,,
SH__1989well0008, 48/19a-W6,SH__,25/08/1989,P8,TRUE,16/02/1996,55,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DWL_WIRE GEOL_PPHYS JWL_FILE LOG_CASE LOG_COMP LOG_DIP LOG_MUD LOG_TEST LOG_WIRE TEST_GEN WDD_FILE WELL_SUMMARY,27,483410006,26/11/2022,SHELL PLC,TRUE,well,48/19a-W6,SNS,,,,
SH__1990well0008, 48/19a-W7,SH__,04/07/1990,P8,TRUE,12/04/1996,56,COMPL_PROG DWL_WIRE GEOL_GEOW LOG_CASE LOG_COMP LOG_MUD LOG_WIRE TEST_DST TEST_GEN WDD_FILE,37,915830790,26/07/2022,SHELL PLC,TRUE,well,48/19a-W7,SNS,,,,
SH__1992well0017, 48/19a-W8,SH__,06/01/1992,P8,TRUE,12/04/1996,56,DRILL_DEV DRILL_GEN DWL_MWD DWL_WIRE GEOL_DIP GEOL_GEOW GEOL_PPHYS LOG_COMP LOG_DIP LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST TEST_GEN WDD_FILE,31,541284531,26/11/2022,SHELL PLC,TRUE,well,48/19a-W8,SNS,,,,
SH__1990well0007, 48/19a-W9,SH__,17/12/1990,P8,TRUE,16/02/1996,55,DRILL_GEN DRILL_EOWR DWL_WIRE LOG_CASE LOG_COMP LOG_MUD LOG_WIRE PRE_DPROG TEST_GEN WDD_FILE WELL_SUMMARY,21,172110251,26/11/2022,SHELL PLC,TRUE,well,48/19a-W9,SNS,,,,
NG__1988well0001, 48/19b- 11,NG__,02/07/1988,P128,TRUE,19/09/1994,49,ABANDON_EOJR CORE_CCA CORE_GEN CSHOT_FILE DRILL_DEV DRILL_GEN DWL_WIRE GEOL_GEN LOG_COMP LOG_CORE LOG_MUD LOG_VEL TEST_FLUID TEST_GEN WDD_FILE WELL_SUMMARY WELL_SCHEM,22,55591267,26/11/2022,NEPTUNE E&P,TRUE,well,48/19b- 11,SNS,,,,
IC__1985well0001, 48/19b- 7,IC__,28/12/1985,P8,TRUE,28/12/1989,40,ABANDON_CEMENT CCA_FILE CORE_CCA CORE_GEN CORE_PERM CORE_SCAL DEV_DRILL DRILL_GEN DRILL_EOWR DUPL DWL_OTHER DWL_WIRE ENG_ABAND GEOL_BIO GEOL_CHEM GEOL_GEN JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE SCAL_FILE TEST_DST TEST_FLUID TEST_GEN TEST_PLT WDD_FILE WELL_SUMMARY,142,1153381093,15/09/2022,ITHACA ENERGY,TRUE,well,48/19b- 7,SNS,IC__1988well0001;IC__1985well0002,,,
IC__1987well0002, 48/19b- 8,IC__,22/04/1987,P128,TRUE,24/05/1993,44,CCA_FILE CORE_CCA CORE_GEN DRILL_DEV DRILL_GEN DRILL_EOWR DWL_OTHER DWL_WIRE ENG_ABAND WELL_ENG GEOL_BIO GEOL_GEN JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_LITH LOG_SEIS LOG_WIRE TEST_DST TEST_FLUID TEST_GEN TEST_PLT WDD_FILE WELL_SUMMARY,73,1234406756,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b- 8,SNS,,,,
IC__1987well0001, 48/19b- 9,IC__,11/05/1987,P128,TRUE,30/08/1993,45,CCA_FILE CORE_CCA CORE_GEN DRILL_DEV DRILL_GEN DRILL_EOWR DWL_OTHER DWL_TEST DWL_WIRE ENG_ABAND JWL_FILE LOG_COMP LOG_SEIS LOG_VEL TEST_DST TEST_FLUID TEST_GEN CORE_PERM TEST_PLT WDD_FILE WELL_SUMMARY,84,388552631,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b- 9,SNS,,,,
IC__2002well0030, 48/19b-A10,IC__,22/12/2002,P128,TRUE,22/01/2007,101,DRILL_GEN GEOL_MUD DRILL_MWD DWL_MWD DWL_OTHER DWL_TEST DWL_WIRE GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_SUM TEST_FILE,40,56392073,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A10,SNS,,,,
IC__2003well0004, 48/19b-A10Z,IC__,09/02/2003,P128,TRUE,22/01/2007,101,DRILL_EOWR DUPL DWL_MWD DWL_TEST DWL_WIRE LOG_COMP LOG_LITH LOG_MUD,50,129514539,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A10Z,SNS,IC__2002well0030,,,
IC__1991well0004, 48/19b-A1Z,IC__,06/05/1991,P8,TRUE,06/05/1995,40,DRILL_DEV DRILL_GEN DWL_OTHER DWL_WIRE WELL_ENG GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_WIRE TEST_FILE TEST_GEN WELL_SUMMARY,38,161927686,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A1Z,SNS,,,,
IC__1988well0001, 48/19b-A2,IC__,10/05/1988,P128,TRUE,31/05/1994,48,CCA_FILE COMP_EOJR CORE_CCA CORE_GEN CORE_PERM CORE_SCAL DRILL_CEMENT DRILL_DEV DRILL_GEN DRILL_EOWR DWL_WIRE ENG_ABAND JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_SEIS LOG_WIRE PRE_GEN TEST_FLUID TEST_GEN TEST_PLT WDD_FILE WELL_SUMMARY,34,95224425,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A2,SNS,,,,
IC__1989well0001, 48/19b-A3,IC__,17/05/1989,P128,TRUE,17/08/1995,52,ABANDON_CEMENT ABANDON_EOJR ABANDON_SEABED COMPL_EOJR CORE_CCA CORE_GEN CORE_PERM CORE_SCAL DRILL_CEMENT DRILL_DAILY DRILL_DEV DRILL_EOWR DRILL_FLUID DRILL_GEN DRILL_EOWR GEOL_MUD DUPL DWL_MWD DWL_WIRE ENG_ABAND GEOL_BIO GEOL_GEN GEOL_GEOW GPHYS_VSP JWL_FILE LOG_COMP LOG_CORE LOG_VEL PRE_DPROG PRE_GEN PRE_MOVE SCAL_FILE TEST_DST TEST_FLUID TEST_GEN TEST_PLT VSP_SEGY WDD_FILE WELL_SUMMARY WELL_SCHEM WELL_SUMMARY,61,374392843,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A3,SNS,IC__1988well0001,,,
IC__1991well0003, 48/19b-A3Z,IC__,14/08/1991,P128,TRUE,17/08/1995,52,DEV_DRILL DRILL_DEV DRILL_GEN DRILL_EOWR DRILL_MWD DUPL DWL_OTHER DWL_WIRE ENG_ABAND GEOL_GEOW JWL_AUDIT JWL_FILE LOG_COMP LOG_LITH PRE_GEN PRE_MOVE TEST_FILE TEST_GEN TEST_PLT WDD_FILE WELL_SUMMARY,47,618251728,24/03/2022,ITHACA ENERGY,TRUE,well,48/19b-A3Z,SNS,IC__1989well0001,,,
IC__1991well0002, 48/19b-A4,IC__,28/11/1991,P128,TRUE,02/06/1997,63,CCA_FILE CORE_CCA CORE_GEN DRILL_DEV DRILL_EOWR DWL_OTHER DWL_WIRE GEOL_GEN GEOL_GEOW GPHYS_QCVSP GPHYS_VSP LOG_COMP LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE TEST_FLUID TEST_GEN VSP_FILE VSP_SEGY WELL_SUMMARY,100,630334008,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A4,SNS,,,,
IC__1991well0001, 48/19b-A5,IC__,08/06/1991,P128,TRUE,02/06/1997,63,CCA_FILE CORE_CCA DRILL_EOWR DWL_WIRE GEOL_GEOW GPHYS_VSP LOG_COMP LOG_CORE LOG_MUD LOG_MWD LOG_SEIS LOG_SUM LOG_TEST LOG_VEL LOG_WIRE TEST_FILE TEST_FLUID TEST_GEN VSP_FILE VSP_SEGY WDD_FILE WELL_SUMMARY,84,580740448,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A5,SNS,,,,
IC__1997well0004, 48/19b-A6,IC__,08/11/1997,P128,TRUE,16/04/2007,102,DRILL_DEV DRILL_EOWR GEOL_MUD DUPL DWL_OTHER DWL_TEST DWL_WIRE ENG_PROD LOG_CASE LOG_COMP LOG_MUD LOG_MWD LOG_TEST TEST_GEN WELL_SUMMARY,60,944132651,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A6,SNS,IC__1997well0003,,,
IC__1997well0003, 48/19b-A6Z,IC__,30/11/1997,P128,TRUE,16/04/2007,102,DRILL_DEV DRILL_EOWR DUPL DWL_MWD DWL_WIRE LOG_COMP LOG_MUD WELL_SUMMARY,13,338007022,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A6Z,SNS,IC__1997well0004,,,
IC__1998well0013, 48/19b-A7,IC__,16/12/1998,P128,TRUE,26/04/2004,90,DRILL_DEV DWL_WIRE LOG_COMP LOG_LITH LOG_SUM TEST_FILE TEST_GEN WELL_SUMMARY,17,81453493,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A7,SNS,,,,
IC__1999well0009, 48/19b-A8,IC__,26/02/1999,P128,TRUE,26/07/2004,91,DRILL_DEV DRILL_MWD DWL_MWD DWL_WIRE LOG_COMP LOG_LITH PRE_GPROG TEST_GEN WELL_SUMMARY,17,173132553,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A8,SNS,,,,
IC__1999well0008, 48/19b-A8X,IC__,01/05/1999,P128,TRUE,26/07/2004,91,DRILL_MWD DUPL DWL_WIRE LOG_COMP TEST_GEN,8,74732721,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A8X,SNS,IC__1999well0009,,,
IC__1999well0007, 48/19b-A8Y,IC__,15/04/1999,P128,TRUE,26/07/2004,91,DRILL_MWD DUPL DWL_MWD DWL_WIRE LOG_COMP LOG_LITH LOG_SUM TEST_GEN,12,100705378,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A8Y,SNS,IC__1999well0009,,,
IC__1999well0006, 48/19b-A8Z,IC__,21/03/1999,P128,TRUE,26/07/2004,91,DRILL_MWD DUPL DWL_MWD DWL_WIRE LOG_COMP TEST_GEN,11,79367001,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A8Z,SNS,IC__1999well0009,,,
IC__2001well0023, 48/19b-A9,IC__,12/07/2001,P128,TRUE,17/10/2005,96,DRILL_DEV GEOL_MUD DWL_TEST DWL_WIRE ENG_COMPS LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_TEST LOG_WIRE WELL_SUMMARY,92,198461724,26/11/2022,ITHACA ENERGY,TRUE,well,48/19b-A9,SNS,,,,
II__1992well0002, 48/19c- 13,II__,08/06/1992,P465,TRUE,03/02/1998,66,ABANDON_CEMENT ABANDON_HSE ABANDON_PROG COMPL_EOJR CORE_CCA CORE_GEN CORE_SCAL DRILL_CEMENT DRILL_DAILY DRILL_DEV DRILL_EOWR DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE ENG_ABAND GEOL_DAILY GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_MUD GEOL_PPHYS GEOL_SED GPHYS_VSP LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG PRE_GEN PRE_GPROG PRE_PROP PRE_SITE TEST_DST TEST_FILE TEST_FLUID TEST_GEN TEST_LUM TEST_PLT VSP_SEGY WELL_SUMMARY WELL_SUMMARY,125,1379660683,14/09/2022,INEOS INDUSTRIES,TRUE,well,48/19c- 13,SNS,,,,
II__1992well0001, 48/19c- 13Z,II__,16/07/1992,P465,TRUE,03/02/1998,66,ABANDON_HSE ABANDON_PROG ABANDON_SEABED COMPL_EOJR DRILL_DAILY DRILL_DEV DRILL_EOWR DRILL_GEN DRILL_EOWR DWL_OTHER DWL_WIRE ENG_ABAND GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_PPHYS GEOL_SED JWL_AUDIT JWL_FILE LOG_COMP LOG_CPI LOG_DIP LOG_MUD LOG_WIRE TEST_DST TEST_FILE TEST_FLUID TEST_GEN TEST_LUM WDD_FILE WELL_SCHEM,71,165019834,15/09/2022,INEOS INDUSTRIES,TRUE,well,48/19c- 13Z,SNS,,,,
SH__1985well0004, 48/19c- 5,SH__,02/04/1985,P465,TRUE,16/09/1991,38,CORE_CCA CORE_GEN CORE_SCAL CSHOT_FILE DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE GEOL_BIO GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_PPHYS GPHYS_QCVSP GPHYS_VSP JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG PRE_SITE TEST_DST TEST_GEN WDD_FILE WELL_SUMMARY,169,2076521396,26/11/2022,SHELL PLC,TRUE,well,48/19c- 5,SNS,,,,
SH__1969well0011, 48/20- 1,SH__,29/09/1969,P8,TRUE,08/08/1977,3,ABANDON_PROG CORE_CCA CORE_GEN CSHOT_FILE DRILL_DEV DRILL_GEN DRILL_EOWR DWL_WIRE GEOL_DIP GPHYS_CSHOT GPHYS_GEN JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG TEST_GEN WDD_FILE,75,775901679,26/11/2022,SHELL PLC,TRUE,well,48/20- 1,SNS,,,,
